ticket_type,ticket_type_name,ticket_type_desc,inet_ticket_type_name,inet_ticket_type_desc,active,protected,host_ticket_type,host_qual_id,host_qual_name,ticket_type_category,class_id,sort_seq,upd_user,upd_datetime,comp_ind,comp_code,default_host_offer_id,default_host_seat_mask,orig_lbd_ticket_type,fantm_message_code,ms_seq_id
_9P,,,,,N,N,K-TYPE,127,_89P6 ,,,1276,tm46,7/2/2007 14:37:43:417,N,,0,_9P,,,360
_9Q,,,,,N,N,L-TYPE,111,_89_Q7,,,1277,tm46,7/2/2007 14:37:43:417,N,,0,_9Q,,,361
_9R,,,,,N,N,L-TYPE,112,_89AR8,,,1278,tm46,7/2/2007 14:37:43:417,N,,0,_9R,,,362
_9S,,,,,N,N,L-TYPE,113,_89BS9,,,1279,tm46,7/2/2007 14:37:43:417,N,,0,_9S,,,363
_9T,,,,,N,N,L-TYPE,114,_89CT ,,,1280,tm46,7/2/2007 14:37:43:417,N,,0,_9T,,,364
_9U,,,,,N,N,L-TYPE,115,_89DU ,,,1281,tm46,7/2/2007 14:37:43:417,N,,0,_9U,,,365
_9V,,,,,N,N,L-TYPE,116,_89EV ,,,1282,tm46,7/2/2007 14:37:43:433,N,,0,_9V,,,366
_9W,,,,,N,N,L-TYPE,117,_89FW ,,,1283,tm46,7/2/2007 14:37:43:433,N,,0,_9W,,,367
_9X,,,,,N,N,L-TYPE,118,_89GX ,,,1284,tm46,7/2/2007 14:37:43:433,N,,0,_9X,,,368
_9Y,,,,,N,N,L-TYPE,119,_89HY ,,,1285,tm46,7/2/2007 14:37:43:433,N,,0,_9Y,,,369
_9Z,,,,,N,N,L-TYPE,120,_89IZ ,,,1286,tm46,7/2/2007 14:37:43:433,N,,0,_9Z,,,370
_A,Adult,,Adult,,Y,Y,ADULT,0,_AW_,,,1,tm46,7/2/2007 14:37:43:136,N,,0,ADULT,A,,371
_A0,$1 Assists Donation,$1 Assists Donation,$1 Assists Donation,$1 Assists Donation,Y,N,ADULT,27,_AW0,FP,,28,KMYERS,11/28/2023 09:27:00:799905,N,,0,_A0,,,372
_A1,$5 Assists Donation,$5 Assists Donation,$5 Assists Donation,$5 Assists Donation,Y,N,ADULT,28,_AW1,FP,,29,KMYERS,11/28/2023 09:27:00:841703,N,,0,_A1,,,373
_A2,$10 Assists Donatoin,$10 Assists Donation,$10 Assists Donatoin,$10 Assists Donation,Y,N,ADULT,29,_AW2,FP,,30,KMYERS,11/28/2023 09:27:00:874597,N,,0,_A2,,,374
_A3,$25 Assists Donation,$25 Assists Donation,$25 Assists Donation,$25 Assists Donation,Y,N,ADULT,30,_AW3,FP,,31,KMYERS,11/28/2023 09:27:00:907502,N,,0,_A3,,,375
_A4,Acadmey Comp,Academy Comp,Acadmey Comp,Academy Comp,Y,N,ADULT,31,_AW4,GRP,,32,KMYERS,1/12/2024 13:12:23:519648,N,,0,_A4,,,376
_A5,Fevo Academy Ticket,Fevo Academy Ticket,Fevo Academy Ticket,Fevo Academy Ticket,Y,N,ADULT,32,_AW5,GRP,,33,KMYERS,1/12/2024 13:12:23:543885,N,,0,_A5,,,377
_A6,,,,,N,N,ADULT,33,_AW6,,,34,tm46,7/2/2007 14:37:43:152,N,,0,_A6,,,378
_A7,,,,,N,N,ADULT,34,_AW7,,,35,tm46,7/2/2007 14:37:43:152,N,,0,_A7,,,379
_A8,,,,,N,N,ADULT,35,_AW8,,,36,tm46,7/2/2007 14:37:43:152,N,,0,_A8,,,380
_A9,,,,,N,N,ADULT,36,_AW9,,,37,tm46,7/2/2007 14:37:43:152,N,,0,_A9,,,381
_AA,,,,,N,N,ADULT,1,_AWA,,,2,tm46,7/2/2007 14:37:43:136,N,,0,_AA,,,382
_AB,Group All Access Pass EB,Group All Access Pass EB,Group All Access Pass EB,Group All Access Pass EB,Y,N,ADULT,2,_AWB,GRP,,3,SPUCHTA,12/5/2024 07:20:58:745557,N,,0,_AB,,,383
_AC,Academy Ticket Group,Academy Ticket Group,Academy Ticket Group,Academy Ticket Group,Y,N,ADULT,3,_AWC,GRP,,4,KMYERS,2/9/2024 06:59:37:599302,N,,0,_AC,,,384
_AD,Academy Ticket Fevo non-group,Academy Ticket Fevo non-group,Academy Ticket non-group,Academy Ticket non-group,Y,N,ADULT,4,_AWD,FP,,5,AKRALL,5/24/2024 13:55:10:869067,N,,0,_AD,,,385
_AE,All Access Pass,All Access Pass,All Access Pass,All Access Pass,Y,N,ADULT,5,_AWE,PK,,6,SPUCHTA,12/9/2024 15:05:22:55345,N,,0,_AE,,,386
_AF,Group All Access Pass,Group All Access Pass,Group All Access Pass,Group All Access Pass,Y,N,ADULT,6,_AWF,GRP,,7,KMYERS,11/8/2022 12:31:00:5799,N,,0,_AF,,,387
_AG,Special $99 All Access Pass,Special $99 All Access pass,Special $99 All Access Pass,Special $99 All Access pass,Y,N,ADULT,7,_AWG,FP,,8,KMYERS,11/8/2022 13:32:20:497727,N,,0,_AG,,,388
_AH,Group Special $99 All Access,Group Special $99 All Access,Group Special $99 All Access,Group Special $99 All Access,Y,N,ADULT,8,_AWH,GRP,,9,KMYERS,11/8/2022 13:32:20:52123,N,,0,_AH,,,389
_AI,Group All Access Pass 2,Group All Access Pass 2,Group All Access Pass 2,Group All Access Pass 2,Y,N,ADULT,9,_AWI,GRP,,10,KMYERS,3/2/2023 16:42:15:483675,N,,0,_AI,,,390
_AJ,All Access Pass Updated,All Access Pass Updated,All Access Pass Updated,All Access Pass Updated,Y,N,ADULT,10,_AWJ,FP,,11,KMYERS,11/8/2023 11:28:11:756377,N,,0,_AJ,,,391
_AK,All Access Pass (EB),All Access Pass Early Bird,All Access Pass (EB),All Access Pass Early Bird,Y,N,ADULT,11,_AWK,PK,,12,SPUCHTA,12/9/2024 15:05:22:560337,N,,0,_AK,,,392
_AL,Alumni,,Alumni,,Y,N,ADULT,12,_AWL,,,13,tm46,7/2/2007 14:37:43:152,N,,0,_AL,ALU,,393
_AM,,,,,N,N,ADULT,13,_AWM,,,14,tm46,7/2/2007 14:37:43:152,N,,0,_AM,,,394
_AN,Annandale Prepaid Ticket,Annandale Prepaid Ticket,Annandale Prepaid Ticket,Annandale Prepaid Ticket,Y,N,ADULT,14,_AWN,GRP,,15,KMYERS,1/26/2024 13:57:42:219531,N,,0,_AN,,,395
_AO,Annandale FEVO ticket,Annandale FEVO ticket,Annandale FEVO ticket,Annandale FEVO ticket,Y,N,ADULT,15,_AWO,GRP,,16,KMYERS,1/26/2024 13:57:42:247231,N,,0,_AO,,,396
_AP,,,,,N,N,ADULT,16,_AWP,,,17,tm46,7/2/2007 14:37:43:152,N,,0,_AP,,,397
_AQ,,,,,N,N,ADULT,17,_AWQ,,,18,tm46,7/2/2007 14:37:43:152,N,,0,_AQ,,,398
_AR,,,,,N,N,ADULT,18,_AWR,,,19,tm46,7/2/2007 14:37:43:152,N,,0,_AR,,,399
_AS,,,,,N,N,ADULT,19,_AWS,,,20,tm46,7/2/2007 14:37:43:152,N,,0,_AS,,,400
_AT,Pro Athlete Ticket,Pro Athlete Ticket,Pro Athlete Ticket,Pro Athlete Ticket,Y,N,ADULT,20,_AWT,FP,,21,AKRALL,2/19/2023 07:15:18:35231,N,,0,_AT,,,401
_AU,,,,,N,N,ADULT,21,_AWU,,,22,tm46,7/2/2007 14:37:43:152,N,,0,_AU,,,402
_AV,,,,,N,N,ADULT,22,_AWV,,,23,tm46,7/2/2007 14:37:43:152,N,,0,_AV,,,403
_AW,All Access Womens Game,All Access Womens Game,All Access Womens Game,All Access Womens Game,Y,N,ADULT,23,_AWW,FP,,24,KMYERS,1/3/2024 13:27:15:460042,N,,0,_AW,,,404
_AX,,,,,N,N,ADULT,24,_AWX,,,25,tm46,7/2/2007 14:37:43:152,N,,0,_AX,,,405
_AY,,,,,N,N,ADULT,25,_AWY,,,26,tm46,7/2/2007 14:37:43:152,N,,0,_AY,,,406
_AZ,,,,,N,N,ADULT,26,_AWZ,,,27,tm46,7/2/2007 14:37:43:152,N,,0,_AZ,,,407
_B,,,,,N,N,B-TYPE,0,_AW_,,,261,tm46,7/2/2007 14:37:43:214,N,,0,_B,,,408
_B0,Buy One Get One Free,Buy One Get One Free,Buy One Get One Free,Buy One Get One Free,Y,N,B-TYPE,27,_AW0,FP,,288,KMYERS,1/3/2023 06:55:28:585204,N,,0,_B0,,,409
_B1,Single Day BOGO,Single Day BOGO,Single Day BOGO,Single Day BOGO,Y,N,B-TYPE,28,_AW1,FP,,289,KMYERS,1/30/2023 13:45:41:672468,N,,0,_B1,,,410
_B2,BOGO Ticket,BOGO Ticket,BOGO Ticket,BOGO Ticket,Y,N,B-TYPE,29,_AW2,FP,,290,KMYERS,1/31/2023 12:46:42:552461,N,,0,_B2,,,411
_B3,Group Buy One Get One Free,Group Buy One Get One Free,Group Buy One Get One Free,Group Buy One Get One Free,Y,N,B-TYPE,30,_AW3,GRP,,291,KMYERS,3/1/2023 08:15:07:931813,N,,0,_B3,,,412
_B4,,,,,N,N,B-TYPE,31,_AW4,,,292,tm46,7/2/2007 14:37:43:214,N,,0,_B4,,,413
_B5,,,,,N,N,B-TYPE,32,_AW5,,,293,tm46,7/2/2007 14:37:43:214,N,,0,_B5,,,414
_B6,,,,,N,N,B-TYPE,33,_AW6,,,294,tm46,7/2/2007 14:37:43:214,N,,0,_B6,,,415
_B7,,,,,N,N,B-TYPE,34,_AW7,,,295,tm46,7/2/2007 14:37:43:214,N,,0,_B7,,,416
_B8,,,,,N,N,B-TYPE,35,_AW8,,,296,tm46,7/2/2007 14:37:43:214,N,,0,_B8,,,417
_B9,,,,,N,N,B-TYPE,36,_AW9,,,297,tm46,7/2/2007 14:37:43:214,N,,0,_B9,,,418
_BA,Barstool Promotion Ticket,Barstool Promotion Ticket,Barstool Promotion Ticket,Barstool Promotion Ticket,Y,N,B-TYPE,1,_AWA,FP,,262,KMYERS,1/30/2023 08:45:45:02412,N,,0,_BA,,,419
_BB,Bar Down Upgrade,Bar Down Upgrade,Bar Down Upgrade,Bar Down Upgrade,Y,N,B-TYPE,2,_AWB,FP,,263,KMYERS,2/17/2023 11:16:03:560607,N,,0,_BB,,,420
_BC,Bar Down Reduced Price,Bar Down Reduced Price,Bar Down Reduced Price,Bar Down Reduced Price,Y,N,B-TYPE,3,_AWC,FP,,264,KMYERS,2/20/2023 12:14:34:331288,N,,0,_BC,,,421
_BD,Balston Spa Group Ticket,Balston Spa Group Ticket,Balston Spa Group Ticket,Balston Spa Group Ticket,Y,N,B-TYPE,4,_AWD,GRP,,265,KMYERS,5/1/2024 09:46:47:468613,N,,0,_BD,,,422
_BE,Bar Down Relocation,Bar Down Relocation,Bar Down Relocation,Bar Down Relocation,Y,N,B-TYPE,5,_AWE,FP,,266,KMYERS,5/28/2024 11:49:28:259448,N,,0,_BE,,,423
_BF,,,,,N,N,B-TYPE,6,_AWF,,,267,tm46,7/2/2007 14:37:43:214,N,,0,_BF,,,424
_BG,,,,,N,N,B-TYPE,7,_AWG,,,268,tm46,7/2/2007 14:37:43:214,N,,0,_BG,,,425
_BH,,,,,N,N,B-TYPE,8,_AWH,,,269,tm46,7/2/2007 14:37:43:214,N,,0,_BH,,,426
_BI,,,,,N,N,B-TYPE,9,_AWI,,,270,tm46,7/2/2007 14:37:43:214,N,,0,_BI,,,427
_BJ,,,,,N,N,B-TYPE,10,_AWJ,,,271,tm46,7/2/2007 14:37:43:214,N,,0,_BJ,,,428
_BK,,,,,N,N,B-TYPE,11,_AWK,,,272,tm46,7/2/2007 14:37:43:214,N,,0,_BK,,,429
_BL,,,,,N,N,B-TYPE,12,_AWL,,,273,tm46,7/2/2007 14:37:43:214,N,,0,_BL,,,430
_BM,,,,,N,N,B-TYPE,13,_AWM,,,274,tm46,7/2/2007 14:37:43:214,N,,0,_BM,,,431
_BN,,,,,N,N,B-TYPE,14,_AWN,,,275,tm46,7/2/2007 14:37:43:214,N,,0,_BN,,,432
_BO,,,,,N,N,B-TYPE,15,_AWO,,,276,tm46,7/2/2007 14:37:43:214,N,,0,_BO,,,433
_BP,,,,,N,N,B-TYPE,16,_AWP,,,277,tm46,7/2/2007 14:37:43:214,N,,0,_BP,,,434
_BQ,,,,,N,N,B-TYPE,17,_AWQ,,,278,tm46,7/2/2007 14:37:43:214,N,,0,_BQ,,,435
_BR,,,,,N,N,B-TYPE,18,_AWR,,,279,tm46,7/2/2007 14:37:43:214,N,,0,_BR,,,436
_BS,,,,,N,N,B-TYPE,19,_AWS,,,280,tm46,7/2/2007 14:37:43:214,N,,0,_BS,,,437
_BT,,,,,N,N,B-TYPE,20,_AWT,,,281,tm46,7/2/2007 14:37:43:214,N,,0,_BT,,,438
_BU,,,,,N,N,B-TYPE,21,_AWU,,,282,tm46,7/2/2007 14:37:43:214,N,,0,_BU,,,439
_BV,,,,,N,N,B-TYPE,22,_AWV,,,283,tm46,7/2/2007 14:37:43:214,N,,0,_BV,,,440
_BW,,,,,N,N,B-TYPE,23,_AWW,,,284,tm46,7/2/2007 14:37:43:214,N,,0,_BW,,,441
_BX,,,,,N,N,B-TYPE,24,_AWX,,,285,tm46,7/2/2007 14:37:43:214,N,,0,_BX,,,442
_BY,,,,,N,N,B-TYPE,25,_AWY,,,286,tm46,7/2/2007 14:37:43:214,N,,0,_BY,,,443
_BZ,,,,,N,N,B-TYPE,26,_AWZ,,,287,tm46,7/2/2007 14:37:43:214,N,,0,_BZ,,,444
_C,Comp,,,,N,N,COMP,0,_AW_,CMP,,223,tm46,7/2/2007 14:37:43:199,Y,,37,COMP,,,445
_C0,Comp - Marketing,Comp - Marketing,Comp - Marketing,Comp - Marketing,Y,N,COMP,27,_AW0,CMP,,250,KMYERS,4/7/2022 07:28:08:355,N,,37,_C0,,,446
_C1,Comp - Player,Comp - Player,Comp - Player,Comp - Player,Y,N,COMP,28,_AW1,CMP,,251,KMYERS,4/7/2022 07:28:08:355,N,,37,_C1,,,447
_C2,Comp - Front Office,Comp - Front Office,Comp - Front Office,Comp - Front Office,Y,N,COMP,29,_AW2,CMP,,252,KMYERS,5/16/2022 13:52:34:441382,N,,37,_C2,,,448
_C3,Comp - Academy,Comp - Academy,Comp - Academy,Comp - Academy,Y,N,COMP,30,_AW3,CMP,,253,AKRALL,3/30/2023 12:30:36:050915,N,,37,_C3,,,449
_C4,Comp - LMS,Comp - LMS,Comp - LMS,Comp - LMS,Y,N,COMP,31,_AW4,CMP,,254,KMYERS,10/30/2023 10:31:45:113114,N,,37,_C4,,,450
_C5,Comp - Marketing Other,Comp - Marketing Other,Comp - Marketing Other,Comp - Marketing Other,Y,N,COMP,32,_AW5,CMP,,255,AKRALL,1/26/2024 10:28:02:753371,N,,37,_C5,,,451
_C6,Comp - Partners,Comp - Partners,Comp - Partners,Comp - Partners,Y,N,COMP,33,_AW6,CMP,,256,AKRALL,2/8/2024 14:23:17:367553,N,,37,_C6,,,452
_C7,Comp - Trouble,Comp - Trouble,Comp - Trouble,Comp - Trouble,Y,N,COMP,34,_AW7,CMP,,257,KMYERS,2/21/2024 11:06:34:168499,N,,37,_C7,,,453
_C8,Comp - Player Groups,Comp - Player Groups,Comp - Player Groups,Comp - Player Groups,Y,N,COMP,35,_AW8,CMP,,258,AKRALL,6/10/2024 08:44:18:190748,N,,37,_C8,,,454
_C9,,,,,N,N,COMP,36,_AW9,CMP,,259,tm46,7/2/2007 14:37:43:214,Y,,37,_C9,,,455
_CA,Cash App Discount Tickets,Cash App Discounted Tickets,Cash App Discount Tickets,Cash App Discounted TIckets,Y,N,COMP,1,_AWA,FP,,224,AKRALL,6/20/2023 16:39:53:212941,N,,0,_CA,,,456
_CB,,,,,N,N,COMP,2,_AWB,CMP,,225,tm46,7/2/2007 14:37:43:199,Y,,37,_CB,,,457
_CC,,,,,N,N,COMP,3,_AWC,CMP,,226,tm46,7/2/2007 14:37:43:199,Y,,37,_CC,,,458
_CD,,,,,N,N,COMP,4,_AWD,CMP,,227,tm46,7/2/2007 14:37:43:199,Y,,37,_CD,,,459
_CE,Certifikid Ticket,Certifikid Ticket,Certifikid Ticket,Certifikid Ticket,Y,N,COMP,5,_AWE,FP,,228,KMYERS,2/7/2023 11:46:19:549695,N,,37,_CE,,,460
_CF,Certifikid Weekend Pass,Certifikid Weekend Pass,Certifikid Weekend Pass,Certifikid Weekend Pass,Y,N,COMP,6,_AWF,FP,,229,KMYERS,5/18/2023 09:01:08:007972,N,,37,_CF,,,461
_CG,,,,,N,N,COMP,7,_AWG,CMP,,230,tm46,7/2/2007 14:37:43:199,Y,,37,_CG,,,462
_CH,Champs Series $20 Ticket,Champs Series $20 Ticket,Champs Series $20 Ticket,Champs Series $20 Ticket,Y,N,COMP,8,_AWH,FP,,231,KMYERS,2/25/2023 12:10:44:318668,N,,37,_CH,,,463
_CI,,,,,N,N,COMP,9,_AWI,CMP,,232,tm46,7/2/2007 14:37:43:199,Y,,37,_CI,,,464
_CJ,,,,,N,N,COMP,10,_AWJ,CMP,,233,tm46,7/2/2007 14:37:43:199,Y,,37,_CJ,,,465
_CK,,,,,N,N,COMP,11,_AWK,CMP,,234,tm46,7/2/2007 14:37:43:199,Y,,37,_CK,,,466
_CL,Charlotte Venue Ticket,Charlotte Venuve Ticket,Charlotte Venue Ticket,Charlotte Venuve Ticket,Y,N,COMP,12,_AWL,FP,,235,KMYERS,4/11/2024 06:54:49:962462,N,,37,_CL,,,467
_CM,,,,,N,N,COMP,13,_AWM,CMP,,236,tm46,7/2/2007 14:37:43:199,Y,,37,_CM,,,468
_CN,,,,,N,N,COMP,14,_AWN,CMP,,237,tm46,7/2/2007 14:37:43:199,Y,,37,_CN,,,469
_CO,,,,,N,N,COMP,15,_AWO,CMP,,238,tm46,7/2/2007 14:37:43:199,Y,,37,_CO,,,470
_CP,,,,,N,N,COMP,16,_AWP,CMP,,239,tm46,7/2/2007 14:37:43:199,Y,,37,_CP,,,471
_CQ,,,,,N,N,COMP,17,_AWQ,CMP,,240,tm46,7/2/2007 14:37:43:199,Y,,37,_CQ,,,472
_CR,,,,,N,N,COMP,18,_AWR,CMP,,241,tm46,7/2/2007 14:37:43:199,Y,,37,_CR,,,473
_CS,,,,,N,N,COMP,19,_AWS,CMP,,242,tm46,7/2/2007 14:37:43:199,Y,,37,_CS,,,474
_CT,,,,,N,N,COMP,20,_AWT,CMP,,243,tm46,7/2/2007 14:37:43:199,Y,,37,_CT,,,475
_CU,,,,,N,N,COMP,21,_AWU,CMP,,244,tm46,7/2/2007 14:37:43:199,Y,,37,_CU,,,476
_CV,,,,,N,N,COMP,22,_AWV,CMP,,245,tm46,7/2/2007 14:37:43:199,Y,,37,_CV,,,477
_CW,,,,,N,N,COMP,23,_AWW,CMP,,246,tm46,7/2/2007 14:37:43:199,Y,,37,_CW,,,478
_CX,,,,,N,N,COMP,24,_AWX,CMP,,247,tm46,7/2/2007 14:37:43:199,Y,,37,_CX,,,479
_CY,,,,,N,N,COMP,25,_AWY,CMP,,248,tm46,7/2/2007 14:37:43:214,Y,,37,_CY,,,480
_CZ,,,,,N,N,COMP,26,_AWZ,CMP,,249,tm46,7/2/2007 14:37:43:214,Y,,37,_CZ,,,481
_D,Single Day Ticket,Single Day Ticket,Single Day Ticket,Single Day Ticket,Y,N,ADULT,37,_DU_,FP,,409,TM139,2/6/2020 12:23:37:947,N,,0,_D,,,482
_D0,,,,,N,N,ADULT,64,_DU0,,,436,tm46,7/2/2007 14:37:43:245,N,,0,_D0,,,483
_D1,Single Day Group- 10% Discount,Single Day Group- 10% Discount,Single Day Group- 10% Discount,Single Day Group- 10% Discount,Y,N,ADULT,65,_DU1,GRP,,437,DPASSOVO,12/29/2020 11:34:11:827,N,,0,_D1,,,484
_D2,Single Day Group- 20% Discount,Single Day Group- 20% Discount,Single Day Group- 20% Discount,Single Day Group- 20% Discount,Y,N,ADULT,66,_DU2,GRP,,438,DPASSOVO,12/29/2020 11:34:11:827,N,,0,_D2,,,485
_D3,,,,,N,N,ADULT,67,_DU3,,,439,tm46,7/2/2007 14:37:43:245,N,,0,_D3,,,486
_D4,Single Day Group- 40% Discount,Single Day Group- 40% Discount,Single Day Group- 40% Discount,Single Day Group- 40% Discount,Y,N,ADULT,68,_DU4,GRP,,440,DPASSOVO,12/29/2020 11:34:11:843,N,,0,_D4,,,487
_D5,Championship Series Deposit,Championship Series Deposit,Championship Series Deposit,Championship Series Deposit,Y,N,ADULT,69,_DU5,FP,,441,KMYERS,2/13/2024 14:34:24:742534,N,,0,_D5,,,488
_D6,,,,,N,N,ADULT,70,_DU6,,,442,tm46,7/2/2007 14:37:43:245,N,,0,_D6,,,489
_D7,Single Day FLG Discount,Single Day FLG Discount,Single Day FLG Discount,Single Day FLG Discount,Y,N,ADULT,71,_DU7,GRP,,443,DPASSOVO,12/29/2020 11:34:11:843,N,,0,_D7,,,490
_D8,Marketing Day Pass,Marketing Day Pass,Marketing Day Pass,Marketing Day Pass,Y,N,ADULT,72,_DU8,FP,,444,KMYERS,1/5/2024 06:32:18:099782,N,,0,_D8,,,491
_D9,Group Day Pass,Group Day Pass,Group Day Pass,Group Day Pass,Y,N,ADULT,73,_DU9,GRP,,445,KMYERS,1/5/2024 06:31:47:685675,N,,0,_D9,,,492
_DA,Individual Day Pass,Individual Day Pass,Individual Day Pass,Individual Day Pass,Y,N,ADULT,38,_DUA,FP,,410,KMYERS,1/5/2024 06:23:43:853546,N,,0,_DA,,,493
_DB,Fevo Day Pass,Fevo Day Pass,Fevo Day Pass,Fevo Day Pass,Y,N,ADULT,39,_DUB,GRP,,411,KMYERS,1/5/2024 06:31:47:695916,N,,0,_DB,,,494
_DC,Child,,Child,,Y,N,ADULT,40,_DUC,,,412,tm46,7/2/2007 14:37:43:245,N,,0,_DC,C,,495
_DD,Child 2,Child 2,Child 2,Child 2,Y,N,ADULT,41,_DUD,FP,,413,KMYERS,8/21/2024 05:49:03:521061,N,,0,_DD,,,496
_DE,Child 3,Child 3,Child 3,Child 3,Y,N,ADULT,42,_DUE,FP,,414,KMYERS,8/21/2024 05:49:03:543318,N,,0,_DE,,,497
_DF,,,,,N,N,ADULT,43,_DUF,,,415,tm46,7/2/2007 14:37:43:245,N,,0,_DF,,,498
_DG,,,,,N,N,ADULT,44,_DUG,,,416,tm46,7/2/2007 14:37:43:245,N,,0,_DG,,,499
_DH,,,,,N,N,ADULT,45,_DUH,,,417,tm46,7/2/2007 14:37:43:245,N,,0,_DH,,,500
_DI,,,,,N,N,ADULT,46,_DUI,,,418,TM61,2/6/2020 11:31:48:415,N,,0,_DI,,,501
_DJ,Deposit: Club Program (Group),Deposit: Club Program (Group),Deposit: Club Program (Group),Deposit: Club Program (Group),Y,N,ADULT,47,_DUJ,GRP,,419,SPUCHTA,4/3/2025 13:10:20:161522,N,,0,_DJ,,,502
_DK,Deposit: Comm Program (Group),Deposit: Comm Program (Group),Deposit: Comm Program (Group),Deposit: Comm Program (Group),Y,N,ADULT,48,_DUK,GRP,,420,SPUCHTA,4/3/2025 13:10:20:17647,N,,0,_DK,,,503
_DL,Deposit: BD Tickets (Non-Int),Deposit: BD Tickets (Non-Int),Deposit: BD Tickets (Non-Int),Deposit: BD Tickets (Non-Int),Y,N,ADULT,49,_DUL,FP,,421,SPUCHTA,4/3/2025 13:10:20:190864,N,,0,_DL,,,504
_DM,Deposit: BD Suite (Suites),Deposit: BD Suite (Suites),Deposit: BD Suite (Suites),Deposit: BD Suite (Suites),Y,N,ADULT,50,_DUM,ST,,422,SPUCHTA,4/3/2025 13:10:20:205208,N,,0,_DM,,,505
_DN,,,,,N,N,ADULT,51,_DUN,,,423,tm46,7/2/2007 14:37:43:245,N,,0,_DN,,,506
_DO,,,,,N,N,ADULT,52,_DUO,,,424,tm46,7/2/2007 14:37:43:245,N,,0,_DO,,,507
_DP,,,,,N,N,ADULT,53,_DUP,,,425,tm46,7/2/2007 14:37:43:245,N,,0,_DP,,,508
_DQ,,,,,N,N,ADULT,54,_DUQ,,,426,tm46,7/2/2007 14:37:43:245,N,,0,_DQ,,,509
_DR,,,,,N,N,ADULT,55,_DUR,,,427,tm46,7/2/2007 14:37:43:245,N,,0,_DR,,,510
_DS,Single Day SRO,Single Day Standing Room Only,Single Day SRO,Single Day Standing Room Only,Y,N,ADULT,56,_DUS,FP,,428,ECHALLMA,9/9/2021 11:04:08:88,N,,0,_DS,,,511
_DT,,,,,N,N,ADULT,57,_DUT,,,429,tm46,7/2/2007 14:37:43:245,N,,0,_DT,,,512
_DU,,,,,N,N,ADULT,58,_DUU,,,430,tm46,7/2/2007 14:37:43:245,N,,0,_DU,,,513
_DV,,,,,N,N,ADULT,59,_DUV,,,431,tm46,7/2/2007 14:37:43:245,N,,0,_DV,,,514
_DW,,,,,N,N,ADULT,60,_DUW,,,432,tm46,7/2/2007 14:37:43:245,N,,0,_DW,,,515
_DX,,,,,N,N,ADULT,61,_DUX,,,433,tm46,7/2/2007 14:37:43:245,N,,0,_DX,,,516
_DY,,,,,N,N,ADULT,62,_DUY,,,434,tm46,7/2/2007 14:37:43:245,N,,0,_DY,,,517
_DZ,,,,,N,N,ADULT,63,_DUZ,,,435,tm46,7/2/2007 14:37:43:245,N,,0,_DZ,,,518
_E,,,,,N,N,J-TYPE,37,_DU_,,,446,tm46,7/2/2007 14:37:43:245,N,,0,_E,,,519
_E0,,,,,N,N,J-TYPE,64,_DU0,,,473,tm46,7/2/2007 14:37:43:261,N,,0,_E0,,,520
_E1,EXCH to Field Seat,,EXCH to Field Seat,,Y,N,J-TYPE,65,_DU1,PK,,474,SPUCHTA,2/10/2025 12:44:53:378915,N,,0,_E1,,,521
_E2,EXCH to Suite,,EXCH to Suite,,Y,N,J-TYPE,66,_DU2,PK,,475,SPUCHTA,2/10/2025 12:44:53:394355,N,,0,_E2,,,522
_E3,EXCH to Reserved,,EXCH to Reserved,,Y,N,J-TYPE,67,_DU3,PK,,476,SPUCHTA,2/10/2025 12:44:53:409502,N,,0,_E3,,,523
_E4,,,,,N,N,J-TYPE,68,_DU4,,,477,tm46,7/2/2007 14:37:43:261,N,,0,_E4,,,524
_E5,,,,,N,N,J-TYPE,69,_DU5,,,478,tm46,7/2/2007 14:37:43:261,N,,0,_E5,,,525
_E6,,,,,N,N,J-TYPE,70,_DU6,,,479,tm46,7/2/2007 14:37:43:261,N,,0,_E6,,,526
_E7,,,,,N,N,J-TYPE,71,_DU7,,,480,tm46,7/2/2007 14:37:43:261,N,,0,_E7,,,527
_E8,,,,,N,N,J-TYPE,72,_DU8,,,481,tm46,7/2/2007 14:37:43:261,N,,0,_E8,,,528
_E9,,,,,N,N,J-TYPE,73,_DU9,,,482,tm46,7/2/2007 14:37:43:261,N,,0,_E9,,,529
_EA,,,,,N,N,J-TYPE,38,_DUA,,,447,tm46,7/2/2007 14:37:43:245,N,,0,_EA,,,530
_EB,,,,,N,N,J-TYPE,39,_DUB,,,448,tm46,7/2/2007 14:37:43:261,N,,0,_EB,,,531
_EC,,,,,N,N,J-TYPE,40,_DUC,,,449,tm46,7/2/2007 14:37:43:261,N,,0,_EC,,,532
_ED,,,,,N,N,J-TYPE,41,_DUD,,,450,tm46,7/2/2007 14:37:43:261,N,,0,_ED,,,533
_EE,,,,,N,N,J-TYPE,42,_DUE,,,451,tm46,7/2/2007 14:37:43:261,N,,0,_EE,,,534
_EF,,,,,N,N,J-TYPE,43,_DUF,,,452,tm46,7/2/2007 14:37:43:261,N,,0,_EF,,,535
_EG,,,,,N,N,J-TYPE,44,_DUG,,,453,tm46,7/2/2007 14:37:43:261,N,,0,_EG,,,536
_EH,,,,,N,N,J-TYPE,45,_DUH,,,454,tm46,7/2/2007 14:37:43:261,N,,0,_EH,,,537
_EI,,,,,N,N,J-TYPE,46,_DUI,,,455,tm46,7/2/2007 14:37:43:261,N,,0,_EI,,,538
