ticket_type,ticket_type_name,ticket_type_desc,inet_ticket_type_name,inet_ticket_type_desc,active,protected,host_ticket_type,host_qual_id,host_qual_name,ticket_type_category,class_id,sort_seq,upd_user,upd_datetime,comp_ind,comp_code,default_host_offer_id,default_host_seat_mask,orig_lbd_ticket_type,fantm_message_code,ms_seq_id
_IG,KC Current EB Ticket,KC Current EB Ticket,KC Current EB Ticket,KC Current EB Ticket,Y,N,L-TYPE,44,_DUG,FP,,564,SPUCHTA,3/17/2025 12:30:27:609685,N,,0,_IG,,,684
_IH,KC Current Std Ticket,KC Current Std Ticket,KC Current Std Ticket,KC Current Std Ticket,Y,N,L-TYPE,45,_DUH,FP,,565,SPUCHTA,3/17/2025 12:30:27:624511,N,,0,_IH,,,685
_II,,,,,N,N,L-TYPE,46,_DUI,,,566,tm46,7/2/2007 14:37:43:277,N,,0,_II,,,686
_IJ,,,,,N,N,L-TYPE,47,_DUJ,,,567,tm46,7/2/2007 14:37:43:277,N,,0,_IJ,,,687
_IK,,,,,N,N,L-TYPE,48,_DUK,,,568,tm46,7/2/2007 14:37:43:277,N,,0,_IK,,,688
_IL,Individual Limited View Ticket,Individual Limited View Ticket,Individual Limited View Ticket,Individual Limited View Ticket,Y,N,L-TYPE,49,_DUL,FP,,569,GNOLAN,8/21/2023 18:35:11:134916,N,,0,_IL,,,689
_IM,Group - IMLAX Ticket,Group - IMLAX Ticket,Group - IMLAX Ticket,Group - IMLAX Ticket,Y,N,L-TYPE,50,_DUM,GRP,,570,KMYERS,3/25/2022 11:43:03:179,N,,0,_IM,,,690
_IN,IMLAX Homecoming Pass,IMLAX Homecoming Pass,IMLAX Homecoming Pass,IMLAX Homecoming Pass,Y,N,L-TYPE,51,_DUN,GRP,,571,KMYERS,4/25/2024 12:09:19:093928,N,,0,_IN,,,691
_IO,Group - IMLAX Ticket 2,Group - IMLAX Ticket 2,Group - IMLAX Ticket 2,Group - IMLAX Ticket 2,Y,N,L-TYPE,52,_DUO,GRP,,572,KMYERS,7/15/2024 10:45:41:815795,N,,0,_IO,,,692
_IP,,,,,N,N,L-TYPE,53,_DUP,,,573,tm46,7/2/2007 14:37:43:277,N,,0,_IP,,,693
_IQ,,,,,N,N,L-TYPE,54,_DUQ,,,574,tm46,7/2/2007 14:37:43:277,N,,0,_IQ,,,694
_IR,,,,,N,N,L-TYPE,55,_DUR,,,575,tm46,7/2/2007 14:37:43:277,N,,0,_IR,,,695
_IS,Individual SRO,Individual Standing Room Only,Individual Standing Room Only,Indiv. Standing,Y,N,L-TYPE,56,_DUS,FP,,576,GNOLAN,8/25/2023 10:59:27:892659,N,,0,_IS,,,696
_IT,,,,,N,N,L-TYPE,57,_DUT,,,577,tm46,7/2/2007 14:37:43:277,N,,0,_IT,,,697
_IU,,,,,N,N,L-TYPE,58,_DUU,,,578,tm46,7/2/2007 14:37:43:277,N,,0,_IU,,,698
_IV,,,,,N,N,L-TYPE,59,_DUV,,,579,tm46,7/2/2007 14:37:43:277,N,,0,_IV,,,699
_IW,,,,,N,N,L-TYPE,60,_DUW,,,580,tm46,7/2/2007 14:37:43:277,N,,0,_IW,,,700
_IX,,,,,N,N,L-TYPE,61,_DUX,,,581,tm46,7/2/2007 14:37:43:277,N,,0,_IX,,,701
_IY,,,,,N,N,L-TYPE,62,_DUY,,,582,tm46,7/2/2007 14:37:43:277,N,,0,_IY,,,702
_IZ,,,,,N,N,L-TYPE,63,_DUZ,,,583,tm46,7/2/2007 14:37:43:277,N,,0,_IZ,,,703
_J,Child,,,,Y,N,J-TYPE,0,_AW_,CP,,38,tm46,7/2/2007 14:37:43:152,N,,0,CHILD,,,704
_J0,,,,,N,N,J-TYPE,27,_AW0,,,65,tm46,7/2/2007 14:37:43:167,N,,0,_J0,,,705
_J1,Flex Plan Early Bird,Flex Plan Early Bird Pricing,Flex Plan Early Bird,Flex Plan Early Bird Pricing,Y,N,J-TYPE,28,_AW1,PK,,66,SPUCHTA,12/9/2024 15:05:22:566883,N,,0,_J1,,,706
_J2,Flex Plan Std,Flex Plan Standard Pricing,Flex Plan Std,Flex Plan Standard Pricing,Y,N,J-TYPE,29,_AW2,PK,,67,SPUCHTA,12/9/2024 15:05:22:574267,N,,0,_J2,,,707
_J3,Flex Plan Incorrect Pricing,Flex Plan Incorrect Pricing,Flex Plan Incorrect Pricing,Flex Plan Incorrect Pricing,Y,N,J-TYPE,30,_AW3,PK,,68,SPUCHTA,1/27/2025 09:33:25:078889,N,,0,_J3,,,708
_J4,,,,,N,N,J-TYPE,31,_AW4,,,69,tm46,7/2/2007 14:37:43:167,N,,0,_J4,,,709
_J5,,,,,N,N,J-TYPE,32,_AW5,,,70,tm46,7/2/2007 14:37:43:167,N,,0,_J5,,,710
_J6,,,,,N,N,J-TYPE,33,_AW6,,,71,tm46,7/2/2007 14:37:43:167,N,,0,_J6,,,711
_J7,,,,,N,N,J-TYPE,34,_AW7,,,72,tm46,7/2/2007 14:37:43:167,N,,0,_J7,,,712
_J8,,,,,N,N,J-TYPE,35,_AW8,,,73,tm46,7/2/2007 14:37:43:167,N,,0,_J8,,,713
_J9,,,,,N,N,J-TYPE,36,_AW9,,,74,tm46,7/2/2007 14:37:43:167,N,,0,_J9,,,714
_JA,,,,,N,N,J-TYPE,1,_AWA,,,39,tm46,7/2/2007 14:37:43:152,N,,0,_JA,,,715
_JB,,,,,N,N,J-TYPE,2,_AWB,,,40,tm46,7/2/2007 14:37:43:152,N,,0,_JB,,,716
_JC,,,,,N,N,J-TYPE,3,_AWC,,,41,tm46,7/2/2007 14:37:43:152,N,,0,_JC,,,717
_JD,,,,,N,N,J-TYPE,4,_AWD,,,42,tm46,7/2/2007 14:37:43:152,N,,0,_JD,,,718
_JE,,,,,N,N,J-TYPE,5,_AWE,,,43,tm46,7/2/2007 14:37:43:152,N,,0,_JE,,,719
_JF,,,,,N,N,J-TYPE,6,_AWF,,,44,tm46,7/2/2007 14:37:43:152,N,,0,_JF,,,720
_JG,,,,,N,N,J-TYPE,7,_AWG,,,45,tm46,7/2/2007 14:37:43:152,N,,0,_JG,,,721
_JH,,,,,N,N,J-TYPE,8,_AWH,,,46,tm46,7/2/2007 14:37:43:152,N,,0,_JH,,,722
_JI,,,,,N,N,J-TYPE,9,_AWI,,,47,tm46,7/2/2007 14:37:43:152,N,,0,_JI,,,723
_JJ,,,,,N,N,J-TYPE,10,_AWJ,,,48,tm46,7/2/2007 14:37:43:152,N,,0,_JJ,,,724
_JK,,,,,N,N,J-TYPE,11,_AWK,,,49,tm46,7/2/2007 14:37:43:152,N,,0,_JK,,,725
_JL,,,,,N,N,J-TYPE,12,_AWL,,,50,tm46,7/2/2007 14:37:43:152,N,,0,_JL,,,726
_JM,,,,,N,N,J-TYPE,13,_AWM,,,51,tm46,7/2/2007 14:37:43:152,N,,0,_JM,,,727
_JN,,,,,N,N,J-TYPE,14,_AWN,,,52,tm46,7/2/2007 14:37:43:152,N,,0,_JN,,,728
_JO,,,,,N,N,J-TYPE,15,_AWO,,,53,tm46,7/2/2007 14:37:43:152,N,,0,_JO,,,729
_JP,,,,,N,N,J-TYPE,16,_AWP,,,54,tm46,7/2/2007 14:37:43:152,N,,0,_JP,,,730
_JQ,,,,,N,N,J-TYPE,17,_AWQ,,,55,tm46,7/2/2007 14:37:43:152,N,,0,_JQ,,,731
_JR,,,,,N,N,J-TYPE,18,_AWR,,,56,tm46,7/2/2007 14:37:43:152,N,,0,_JR,,,732
_JS,,,,,N,N,J-TYPE,19,_AWS,,,57,tm46,7/2/2007 14:37:43:152,N,,0,_JS,,,733
_JT,,,,,N,N,J-TYPE,20,_AWT,,,58,tm46,7/2/2007 14:37:43:152,N,,0,_JT,,,734
_JU,,,,,N,N,J-TYPE,21,_AWU,,,59,tm46,7/2/2007 14:37:43:152,N,,0,_JU,,,735
_JV,,,,,N,N,J-TYPE,22,_AWV,,,60,tm46,7/2/2007 14:37:43:152,N,,0,_JV,,,736
_JW,,,,,N,N,J-TYPE,23,_AWW,,,61,tm46,7/2/2007 14:37:43:152,N,,0,_JW,,,737
_JX,,,,,N,N,J-TYPE,24,_AWX,,,62,tm46,7/2/2007 14:37:43:152,N,,0,_JX,,,738
_JY,,,,,N,N,J-TYPE,25,_AWY,,,63,tm46,7/2/2007 14:37:43:152,N,,0,_JY,,,739
_JZ,,,,,N,N,J-TYPE,26,_AWZ,,,64,tm46,7/2/2007 14:37:43:167,N,,0,_JZ,,,740
_K,Kids Ticket - Fevo Non-Group,Kids Ticket - Fevo Non-Group,Kids Ticket - Fevo Non-Group,Kids Ticket - Fevo Non-Group,Y,N,K-TYPE,0,_AW_,FP,,112,AKRALL,7/31/2024 10:32:59:519534,N,,0,_K,,,741
_K0,Kids Ticket 2 - Fevo Non-Group,Kids Ticket 2 - Fevo Non-Group,Kids Ticket 2 - Fevo Non-Group,Kids Ticket 2 - Fevo Non-Group,Y,N,K-TYPE,27,_AW0,FP,,139,KMYERS,8/21/2024 06:08:28:880905,N,,0,_K0,,,742
_K1,,,,,N,N,K-TYPE,28,_AW1,,,140,tm46,7/2/2007 14:37:43:183,N,,0,_K1,,,743
_K2,,,,,N,N,K-TYPE,29,_AW2,,,141,tm46,7/2/2007 14:37:43:183,N,,0,_K2,,,744
_K3,,,,,N,N,K-TYPE,30,_AW3,,,142,tm46,7/2/2007 14:37:43:183,N,,0,_K3,,,745
_K4,,,,,N,N,K-TYPE,31,_AW4,,,143,tm46,7/2/2007 14:37:43:183,N,,0,_K4,,,746
_K5,,,,,N,N,K-TYPE,32,_AW5,,,144,tm46,7/2/2007 14:37:43:183,N,,0,_K5,,,747
_K6,,,,,N,N,K-TYPE,33,_AW6,,,145,tm46,7/2/2007 14:37:43:183,N,,0,_K6,,,748
_K7,,,,,N,N,K-TYPE,34,_AW7,,,146,tm46,7/2/2007 14:37:43:183,N,,0,_K7,,,749
_K8,,,,,N,N,K-TYPE,35,_AW8,,,147,tm46,7/2/2007 14:37:43:183,N,,0,_K8,,,750
_K9,,,,,N,N,K-TYPE,36,_AW9,,,148,tm46,7/2/2007 14:37:43:183,N,,0,_K9,,,751
_KA,Pro Day wo Stick,,Pro Day wo Stick,,Y,N,K-TYPE,1,_AWA,FP,,113,SPUCHTA,12/19/2024 13:19:46:064004,N,,0,_KA,,,752
_KB,Pro Day w Stick,,Pro Day w Stick,,Y,N,K-TYPE,2,_AWB,FP,,114,SPUCHTA,12/19/2024 13:19:46:076133,N,,0,_KB,,,753
_KC,Field Access,Field Access option for PLUS upgrade,Field Access,Field Access option for PLUS upgrade,Y,N,K-TYPE,3,_AWC,FP,,115,SPUCHTA,1/21/2025 10:40:28:36362,N,,0,_KC,,,754
_KD,Postgame Meet and Greet,Postgame Meet and Greet for PLUS upgrades,Postgame Meet and Greet,Postgame Meet and Greet for PLUS upgrades,Y,N,K-TYPE,4,_AWD,FP,,116,SPUCHTA,1/21/2025 10:40:28:383504,N,,0,_KD,,,755
_KE,Flag Team,Flag Team option for PLUS upgrades,Flag Team,Flag Team option for PLUS upgrades,Y,N,K-TYPE,5,_AWE,FP,,117,SPUCHTA,1/21/2025 10:40:28:401401,N,,0,_KE,,,756
_KF,,,,,N,N,K-TYPE,6,_AWF,,,118,tm46,7/2/2007 14:37:43:167,N,,0,_KF,,,757
_KG,,,,,N,N,K-TYPE,7,_AWG,,,119,tm46,7/2/2007 14:37:43:167,N,,0,_KG,,,758
_KH,,,,,N,N,K-TYPE,8,_AWH,,,120,tm46,7/2/2007 14:37:43:167,N,,0,_KH,,,759
_KI,,,,,N,N,K-TYPE,9,_AWI,,,121,tm46,7/2/2007 14:37:43:167,N,,0,_KI,,,760
_KJ,,,,,N,N,K-TYPE,10,_AWJ,,,122,tm46,7/2/2007 14:37:43:167,N,,0,_KJ,,,761
_KK,,,,,N,N,K-TYPE,11,_AWK,,,123,tm46,7/2/2007 14:37:43:167,N,,0,_KK,,,762
_KL,,,,,N,N,K-TYPE,12,_AWL,,,124,tm46,7/2/2007 14:37:43:167,N,,0,_KL,,,763
_KM,,,,,N,N,K-TYPE,13,_AWM,,,125,tm46,7/2/2007 14:37:43:167,N,,0,_KM,,,764
_KN,,,,,N,N,K-TYPE,14,_AWN,,,126,tm46,7/2/2007 14:37:43:183,N,,0,_KN,,,765
_KO,,,,,N,N,K-TYPE,15,_AWO,,,127,tm46,7/2/2007 14:37:43:183,N,,0,_KO,,,766
_KP,,,,,N,N,K-TYPE,16,_AWP,,,128,tm46,7/2/2007 14:37:43:183,N,,0,_KP,,,767
_KQ,,,,,N,N,K-TYPE,17,_AWQ,,,129,tm46,7/2/2007 14:37:43:183,N,,0,_KQ,,,768
_KR,,,,,N,N,K-TYPE,18,_AWR,,,130,tm46,7/2/2007 14:37:43:183,N,,0,_KR,,,769
_KS,,,,,N,N,K-TYPE,19,_AWS,,,131,tm46,7/2/2007 14:37:43:183,N,,0,_KS,,,770
_KT,,,,,N,N,K-TYPE,20,_AWT,,,132,tm46,7/2/2007 14:37:43:183,N,,0,_KT,,,771
_KU,,,,,N,N,K-TYPE,21,_AWU,,,133,tm46,7/2/2007 14:37:43:183,N,,0,_KU,,,772
_KV,,,,,N,N,K-TYPE,22,_AWV,,,134,tm46,7/2/2007 14:37:43:183,N,,0,_KV,,,773
_KW,,,,,N,N,K-TYPE,23,_AWW,,,135,tm46,7/2/2007 14:37:43:183,N,,0,_KW,,,774
_KX,,,,,N,N,K-TYPE,24,_AWX,,,136,tm46,7/2/2007 14:37:43:183,N,,0,_KX,,,775
_KY,,,,,N,N,K-TYPE,25,_AWY,,,137,tm46,7/2/2007 14:37:43:183,N,,0,_KY,,,776
_KZ,,,,,N,N,K-TYPE,26,_AWZ,,,138,tm46,7/2/2007 14:37:43:183,N,,0,_KZ,,,777
_L,Logitix Pre-Event,Logitix Pre-Event,Logitix Pre-Event,Logitix Pre-Event,Y,N,L-TYPE,0,_AW_,FP,,149,AKRALL,3/11/2025 14:02:22:479044,N,,0,_L,,,778
_L0,LMS Group 1,LMS Group 1,LMS Group 1,LMS Group 1,Y,N,L-TYPE,27,_AW0,CMP,,176,AKRALL,5/24/2024 13:05:15:364534,N,,0,_L0,,,779
_L1,LMS Group 2,LMS Group 2,LMS Group 2,LMS Group 2,Y,N,L-TYPE,28,_AW1,CMP,,177,AKRALL,5/24/2024 13:05:15:388389,N,,0,_L1,,,780
_L2,LMS Group 3,LMS Group 3,LMS Group 3,LMS Group 3,Y,N,L-TYPE,29,_AW2,CMP,,178,AKRALL,5/24/2024 13:05:15:410805,N,,0,_L2,,,781
_L3,LMS Group 4,LMS Group 4,LMS Group 4,LMS Group 4,Y,N,L-TYPE,30,_AW3,CMP,,179,AKRALL,5/24/2024 13:05:15:433978,N,,0,_L3,,,782
_L4,,,,,N,N,L-TYPE,31,_AW4,,,180,tm46,7/2/2007 14:37:43:183,N,,0,_L4,,,783
_L5,,,,,N,N,L-TYPE,32,_AW5,,,181,tm46,7/2/2007 14:37:43:183,N,,0,_L5,,,784
_L6,,,,,N,N,L-TYPE,33,_AW6,,,182,tm46,7/2/2007 14:37:43:183,N,,0,_L6,,,785
_L7,,,,,N,N,L-TYPE,34,_AW7,,,183,tm46,7/2/2007 14:37:43:183,N,,0,_L7,,,786
_L8,,,,,N,N,L-TYPE,35,_AW8,,,184,tm46,7/2/2007 14:37:43:183,N,,0,_L8,,,787
_L9,,,,,N,N,L-TYPE,36,_AW9,,,185,tm46,7/2/2007 14:37:43:183,N,,0,_L9,,,788
_LA,Lax Con 30% Discount,Lax Con 30% Discount,Lax Con 30% Discount,Lax Con 30% Discount,Y,N,L-TYPE,1,_AWA,FP,,150,KMYERS,1/4/2023 08:03:08:345947,N,,0,_LA,,,789
_LB,LAYLL Registration Ticket,LAYLL Registration Ticket,LAYLL Registration Ticket,LAYLL Registration Ticket,Y,N,L-TYPE,2,_AWB,GRP,,151,KMYERS,7/24/2024 09:41:40:902779,N,,0,_LB,,,790
_LC,LAYLL Group Ticket,LAYLL Group Ticket,LAYLL Group Ticket,LAYLL Group Ticket,Y,N,L-TYPE,3,_AWC,GRP,,152,KMYERS,7/24/2024 09:41:40:925784,N,,0,_LC,,,791
_LD,LAYLL Fevo Ticket,LAYLL Feveo Ticket,LAYLL Fevo Ticket,LAYLL Feveo Ticket,Y,N,L-TYPE,4,_AWD,GRP,,153,KMYERS,7/24/2024 09:41:40:946487,N,,0,_LD,,,792
_LE,,,,,N,N,L-TYPE,5,_AWE,,,154,tm46,7/2/2007 14:37:43:183,N,,0,_LE,,,793
_LF,,,,,N,N,L-TYPE,6,_AWF,,,155,tm46,7/2/2007 14:37:43:183,N,,0,_LF,,,794
_LG,Logitix,Logitix Consignment Tickets,Logitix,Logitix Consignment Tickets,Y,N,L-TYPE,7,_AWG,FP,,156,GNOLAN,9/11/2023 10:01:20:2612,N,,0,_LG,,,795
_LH,,,,,N,N,L-TYPE,8,_AWH,,,157,tm46,7/2/2007 14:37:43:183,N,,0,_LH,,,796
_LI,,,,,N,N,L-TYPE,9,_AWI,,,158,tm46,7/2/2007 14:37:43:183,N,,0,_LI,,,797
_LJ,,,,,N,N,L-TYPE,10,_AWJ,,,159,tm46,7/2/2007 14:37:43:183,N,,0,_LJ,,,798
_LK,,,,,N,N,L-TYPE,11,_AWK,,,160,tm46,7/2/2007 14:37:43:183,N,,0,_LK,,,799
_LL,,,,,N,N,L-TYPE,12,_AWL,,,161,tm46,7/2/2007 14:37:43:183,N,,0,_LL,,,800
_LM,,,,,N,N,L-TYPE,13,_AWM,,,162,tm46,7/2/2007 14:37:43:183,N,,0,_LM,,,801
_LN,,,,,N,N,L-TYPE,14,_AWN,,,163,tm46,7/2/2007 14:37:43:183,N,,0,_LN,,,802
_LO,Local Market Specialist Ticket,Local Market Specialist,Local Market Specialist Ticket,Local Market Specialist,Y,N,L-TYPE,15,_AWO,FP,,164,KMYERS,5/18/2023 08:24:15:673903,N,,0,_LO,,,803
_LP,,,,,N,N,L-TYPE,16,_AWP,,,165,tm46,7/2/2007 14:37:43:183,N,,0,_LP,,,804
_LQ,,,,,N,N,L-TYPE,17,_AWQ,,,166,tm46,7/2/2007 14:37:43:183,N,,0,_LQ,,,805
_LR,,,,,N,N,L-TYPE,18,_AWR,,,167,tm46,7/2/2007 14:37:43:183,N,,0,_LR,,,806
_LS,,,,,N,N,L-TYPE,19,_AWS,,,168,tm46,7/2/2007 14:37:43:183,N,,0,_LS,,,807
_LT,,,,,N,N,L-TYPE,20,_AWT,,,169,tm46,7/2/2007 14:37:43:183,N,,0,_LT,,,808
_LU,,,,,N,N,L-TYPE,21,_AWU,,,170,tm46,7/2/2007 14:37:43:183,N,,0,_LU,,,809
_LV,,,,,N,N,L-TYPE,22,_AWV,,,171,tm46,7/2/2007 14:37:43:183,N,,0,_LV,,,810
_LW,,,,,N,N,L-TYPE,23,_AWW,,,172,tm46,7/2/2007 14:37:43:183,N,,0,_LW,,,811
_LX,,,,,N,N,L-TYPE,24,_AWX,,,173,tm46,7/2/2007 14:37:43:183,N,,0,_LX,,,812
_LY,,,,,N,N,L-TYPE,25,_AWY,,,174,tm46,7/2/2007 14:37:43:183,N,,0,_LY,,,813
_LZ,,,,,N,N,L-TYPE,26,_AWZ,,,175,tm46,7/2/2007 14:37:43:183,N,,0,_LZ,,,814
_M,Military Ticket,Military Ticket,Military Ticket,Military Ticket,Y,N,M-TYPE,0,_AW_,FP,,186,JERED,6/18/2021 05:52:54:961,N,,0,_M,,,815
_M0,Multi-Day Pass,Multi-Day Pass,Multi-Day Pass,Multi-Day Pass,Y,N,M-TYPE,27,_AW0,FP,,213,KMYERS,1/11/2023 12:12:15:961434,N,,0,_M0,,,816
_M1,Group Multi-Day Pass,Group Multi-Day Pass,Group Multi-Day Pass,Group Multi-Day Pass,Y,N,M-TYPE,28,_AW1,GRP,,214,KMYERS,1/19/2023 09:34:33:961913,N,,0,_M1,,,817
_M2,30% Off Multi-Day Pass,30% Off Multi-Day Pass,30% Off Multi-Day Pass,30% Off Multi-Day Pass,Y,N,M-TYPE,29,_AW2,FP,,215,KMYERS,1/11/2023 12:13:22:514435,N,,0,_M2,,,818
_M3,Group 30% Off Multi-Day Pass,Group 30% Off Multi-Day Pass,Group 30% Off Multi-Day Pass,Group 30% Off Multi-Day Pass,Y,N,M-TYPE,30,_AW3,GRP,,216,KMYERS,1/19/2023 09:34:33:994545,N,,0,_M3,,,819
_M4,Full Price Marketing Ticket,Full Price Marketing Ticket,Full Price Marketing Ticket,Full Price Marketing Ticket,Y,N,M-TYPE,31,_AW4,FP,,217,KMYERS,2/9/2023 06:33:17:955226,N,,0,_M4,,,820
_M5,Marketing 10% Discount,Marketing 10% Discount,Marketing 10% Discount,Marketing 10% Discount,Y,N,M-TYPE,32,_AW5,FP,,218,KMYERS,6/22/2023 10:48:19:037413,N,,0,_M5,,,821
_M6,Marketing Discount Combo,Marketing Discount Combo,Marketing Discount Combo,Marketing Discount Combo,Y,N,M-TYPE,33,_AW6,FP,,219,KMYERS,1/22/2024 08:21:56:79178,N,,0,_M6,,,822
_M7,Marketing Full Price,Marketing Full Price,Marketing Full Price,Marketing Full Price,Y,N,M-TYPE,34,_AW7,FP,,220,KMYERS,6/7/2024 12:16:55:407425,N,,0,_M7,,,823
_M8,,,,,N,N,M-TYPE,35,_AW8,,,221,tm46,7/2/2007 14:37:43:199,N,,0,_M8,,,824
_M9,,,,,N,N,M-TYPE,36,_AW9,,,222,tm46,7/2/2007 14:37:43:199,N,,0,_M9,,,825
_MA,,,,,N,N,M-TYPE,1,_AWA,,,187,tm46,7/2/2007 14:37:43:199,N,,0,_MA,,,826
_MB,,,,,N,N,M-TYPE,2,_AWB,,,188,tm46,7/2/2007 14:37:43:199,N,,0,_MB,,,827
_MC,Merch Championship,Merch Championship,Merch Championship,Merch Championship,Y,N,M-TYPE,3,_AWC,FP,,189,AKRALL,9/15/2024 10:16:07:995161,N,,0,_MC,,,828
_MD,,,,,N,N,M-TYPE,4,_AWD,,,190,tm46,7/2/2007 14:37:43:199,N,,0,_MD,,,829
_ME,,,,,N,N,M-TYPE,5,_AWE,,,191,tm46,7/2/2007 14:37:43:199,N,,0,_ME,,,830
_MF,Marketing 15% Off,Marketing 15% Off,Marketing 15% Off,Marketing 15% Off,Y,N,M-TYPE,6,_AWF,FP,,192,AKRALL,6/24/2024 10:14:02:268777,N,,0,_MF,,,831
_MG,,,,,N,N,M-TYPE,7,_AWG,,,193,tm46,7/2/2007 14:37:43:199,N,,0,_MG,,,832
_MH,MDLL Registrant Ticket,MDLL Registrant Ticket,MDLL Registrant Ticket,MDLL Registrant Ticket,Y,N,M-TYPE,8,_AWH,GRP,,194,KMYERS,7/15/2024 08:54:53:222521,N,,0,_MH,,,833
_MI,MDLL Group Ticket,MDLL Group Ticket,MDLL Group Ticket,MDLL Group Ticket,Y,N,M-TYPE,9,_AWI,GRP,,195,KMYERS,7/15/2024 08:54:53:245371,N,,0,_MI,,,834
_MJ,,,,,N,N,M-TYPE,10,_AWJ,,,196,tm46,7/2/2007 14:37:43:199,N,,0,_MJ,,,835
_MK,$15 Marketing Ticket,$15 Marketing Ticket,$15 Marketing Ticket,$15 Marketing Ticket,Y,N,M-TYPE,11,_AWK,FP,,197,KMYERS,7/12/2022 15:51:24:941375,N,,0,_MK,,,836
_ML,Marketing 20% Discount,Marketing 20% Discount,Marketing 20% Discount,Marketing 20% Discount,Y,N,M-TYPE,12,_AWL,FP,,198,AKRALL,2/22/2023 20:24:31:119881,N,,0,_ML,,,837
_MM,,,,,N,N,M-TYPE,13,_AWM,,,199,AKRALL,9/15/2024 10:16:08:026232,N,,0,_MM,,,838
_MN,,,,,N,N,M-TYPE,14,_AWN,,,200,tm46,7/2/2007 14:37:43:199,N,,0,_MN,,,839
_MO,Mothers Day Ticket,Mothers Day Ticket,Mothers Day Ticket,Mothers Day Ticket,Y,N,M-TYPE,15,_AWO,FP,,201,KMYERS,4/17/2023 08:41:41:263834,N,,0,_MO,,,840
_MP,,,,,N,N,M-TYPE,16,_AWP,,,202,tm46,7/2/2007 14:37:43:199,N,,0,_MP,,,841
_MQ,,,,,N,N,M-TYPE,17,_AWQ,,,203,tm46,7/2/2007 14:37:43:199,N,,0,_MQ,,,842
_MR,,,,,N,N,M-TYPE,18,_AWR,,,204,tm46,7/2/2007 14:37:43:199,N,,0,_MR,,,843
_MS,,,,,N,N,M-TYPE,19,_AWS,,,205,tm46,7/2/2007 14:37:43:199,N,,0,_MS,,,844
_MT,$25 Marketing Ticket,$25 Marketing Ticket,$25 Marketing Ticket,$25 Marketing Ticket,Y,N,M-TYPE,20,_AWT,FP,,206,AKRALL,7/31/2023 11:27:08:371013,N,,0,_MT,,,845
_MU,,,,,N,N,M-TYPE,21,_AWU,,,207,tm46,7/2/2007 14:37:43:199,N,,0,_MU,,,846
_MV,,,,,N,N,M-TYPE,22,_AWV,,,208,tm46,7/2/2007 14:37:43:199,N,,0,_MV,,,847
_MW,,,,,N,N,M-TYPE,23,_AWW,,,209,tm46,7/2/2007 14:37:43:199,N,,0,_MW,,,848
_MX,,,,,N,N,M-TYPE,24,_AWX,,,210,tm46,7/2/2007 14:37:43:199,N,,0,_MX,,,849
_MY,MYLL Group Ticket,MYLL Group Ticket,MYLL Group Ticket,MYLL Group Ticket,Y,N,M-TYPE,25,_AWY,GRP,,211,KMYERS,4/24/2024 14:14:15:322198,N,,0,_MY,,,850
_MZ,MYLL Group Ticket 2,MYLL Group Ticket 2,MYLL Group Ticket 2,MYLL Group Ticket 2,Y,N,M-TYPE,26,_AWZ,GRP,,212,KMYERS,4/25/2024 08:02:17:286672,N,,0,_MZ,,,851
_N,3d New England Group,3d New England group,3d New England Group,3d New England group,Y,N,N-TYPE,0,_AW_,GRP,,298,KMYERS,4/25/2024 08:05:26:90214,N,,0,_N,,,852
_N0,NH Tomahawks Group,NH Tomahawks Group,NH Tomahawks Group,NH Tomahawks Group,Y,N,N-TYPE,27,_AW0,GRP,,325,KMYERS,4/25/2024 08:05:46:93921,N,,0,_N0,,,853
_N1,,,,,N,N,N-TYPE,28,_AW1,,,326,tm46,7/2/2007 14:37:43:23,N,,0,_N1,,,854
_N2,,,,,N,N,N-TYPE,29,_AW2,,,327,tm46,7/2/2007 14:37:43:23,N,,0,_N2,,,855
_N3,,,,,N,N,N-TYPE,30,_AW3,,,328,tm46,7/2/2007 14:37:43:23,N,,0,_N3,,,856
_N4,,,,,N,N,N-TYPE,31,_AW4,,,329,tm46,7/2/2007 14:37:43:23,N,,0,_N4,,,857
_N5,,,,,N,N,N-TYPE,32,_AW5,,,330,tm46,7/2/2007 14:37:43:23,N,,0,_N5,,,858
_N6,,,,,N,N,N-TYPE,33,_AW6,,,331,tm46,7/2/2007 14:37:43:23,N,,0,_N6,,,859
_N7,,,,,N,N,N-TYPE,34,_AW7,,,332,tm46,7/2/2007 14:37:43:23,N,,0,_N7,,,860
_N8,,,,,N,N,N-TYPE,35,_AW8,,,333,tm46,7/2/2007 14:37:43:23,N,,0,_N8,,,861
_N9,,,,,N,N,N-TYPE,36,_AW9,,,334,tm46,7/2/2007 14:37:43:23,N,,0,_N9,,,862
_NA,NABLL Group Ticket,NABLL Group Ticket,NABLL Group Ticket,NABLL Group Ticket,Y,N,N-TYPE,1,_AWA,GRP,,299,KMYERS,4/17/2023 14:35:12:510654,N,,0,_NA,,,863
_NB,,,,,N,N,N-TYPE,2,_AWB,,,300,tm46,7/2/2007 14:37:43:214,N,,0,_NB,,,864
_NC,,,,,N,N,N-TYPE,3,_AWC,,,301,tm46,7/2/2007 14:37:43:214,N,,0,_NC,,,865
_ND,,,,,N,N,N-TYPE,4,_AWD,,,302,tm46,7/2/2007 14:37:43:214,N,,0,_ND,,,866
