year,market,date_of_goal,revenue,ticket_category,plan_name,ticket_type,hcp_renewal_flag,year_market_target_atp
2025,Denver,1/29/25,0,suite,single_day,single_day,0,51.68
2025,Baltimore,1/29/25,0,group,homecoming_pass,homecoming_pass,1,49.35
2025,Denver,1/29/25,0,group,homecoming_pass,homecoming_pass,0,51.68
2025,Kansas City,1/29/25,0,suite,single_day,single_day,0,39.42
2025,Philly/Nova,1/29/25,0,non_internal,homecoming_pass,homecoming_pass,0,42.99
2025,Denver,1/29/25,0,non_internal,homecoming_pass,homecoming_pass,0,51.68
2025,Baltimore,1/29/25,0,suite,single_day,single_day,0,49.35
2025,Denver,1/29/25,0,non_internal,single_day,single_day,0,51.68
2025,Red Bull,1/29/25,0,non_internal,homecoming_pass,homecoming_pass,0,53.26
2025,Red Bull,1/29/25,0,non_internal,single_day,single_day,0,53.26
2025,Denver,1/29/25,0,group,homecoming_pass,homecoming_pass,1,51.68
2025,Baltimore,1/29/25,0,group,homecoming_pass,homecoming_pass,0,49.35
2025,San Diego,1/30/25,0,group,homecoming_pass,homecoming_pass,0,50.33
2025,Philly/Subaru Park,1/30/25,0,group,homecoming_pass,homecoming_pass,1,62.2
2025,Philly/Subaru Park,1/30/25,0,suite,single_day,single_day,0,62.2
2025,Charlotte,1/30/25,0,non_internal,homecoming_pass,homecoming_pass,0,38.28
2025,Albany,1/30/25,0,non_internal,homecoming_pass,homecoming_pass,0,34.76
2025,Kansas City,1/30/25,0,non_internal,single_day,single_day,0,39.42
2025,Baltimore,1/30/25,1422.5,group,homecoming_pass,homecoming_pass,0,49.35
2025,Champ Series,1/30/25,2142.8571428571427,suite,single_day,single_day,0,31.95
2025,Albany,1/30/25,1000,suite,single_day,single_day,0,34.76
2025,Champ Series,1/30/25,672.85714285714289,non_internal,all_access,all_access,0,31.95
2025,Chicago,1/30/25,10585.8,non_internal,single_day,single_day,0,44.7
2025,Fairfield,1/30/25,2978.625,non_internal,single_day,single_day,0,52.81
2025,Albany,1/30/25,0,group,homecoming_pass,homecoming_pass,0,34.76
2025,Fairfield,1/30/25,0,suite,single_day,single_day,0,52.81
2025,Champ Series,1/30/25,2929.5714285714284,non_internal,single_day,single_day,0,31.95
